ReviewDate,NumberOfReviews
 03-08-2016,4
 03-02-2016,7
 01-08-2016,4
 08-19-2015,4
 12-12-2015,14
 03-17-2016,4
 03-11-2016,4
 03-03-2016,3
 03-07-2016,4
 01-07-2016,6
 02-18-2016,5
 02-15-2016,1
 12-27-2015,12
 02-12-2016,1
 12-30-2015,2
 02-01-2016,16
 10-19-2015,6
 02-06-2016,2
 08-23-2015,6
 12-11-2015,8
 02-17-2016,3
 08-20-2015,4
 03-13-2016,5
 03-10-2016,4
 03-16-2016,4
 03-21-2016,4
 12-31-2015,2
 03-05-2016,4
 03-19-2016,5
 01-05-2016,2
 03-22-2016,4
 02-25-2016,4
 01-27-2016,2
 03-14-2016,4
 03-06-2016,5
 02-20-2016,2
 03-18-2016,4
 02-26-2016,2
 08-17-2015,2
 03-12-2016,4
 03-15-2016,4
 02-29-2016,3
 03-23-2016,4
 03-04-2016,19
 03-01-2016,9
 03-20-2016,4
 08-22-2015,4
 03-09-2016,5
 02-24-2016,3
 01-09-2016,2
 02-27-2016,4
 12-07-2015,2
 02-21-2016,2
 12-15-2015,2
 02-16-2016,3
 12-29-2015,22
 02-13-2016,1
 01-28-2016,8
 02-02-2016,12
