ReviewDate,NumberOfReviews
 03-08-2016,13
 03-08-2015,4
 01-03-2016,11
 01-03-2015,4
 09-01-2015,2
 03-25-2015,8
 07-24-2015,2
 06-13-2015,10
 05-02-2015,4
 02-14-2016,3
 10-17-2015,12
 11-28-2015,2
 06-30-2015,4
 01-20-2016,4
 04-20-2015,18
 10-05-2015,4
 01-15-2015,2
 12-27-2015,2
 10-05-2014,6
 09-30-2015,34
 10-22-2015,12
 06-29-2015,4
 09-17-2015,2
 08-23-2015,26
 02-09-2016,3
 12-11-2015,6
 08-18-2015,4
 06-01-2015,8
 03-30-2015,2
 12-23-2015,26
 07-19-2015,2
 01-19-2015,8
 06-08-2015,2
 01-19-2016,4
 04-07-2015,12
 11-21-2015,4
 09-05-2015,2
 05-06-2015,2
 01-15-2016,27
 06-17-2015,2
 05-31-2015,14
 05-09-2015,28
 11-24-2014,4
 03-01-2015,4
 03-01-2016,3
 03-04-2015,14
 05-18-2015,4
 07-07-2015,2
 07-20-2015,2
 02-02-2016,12
 10-26-2015,10
 02-22-2015,4
 01-11-2016,18
 09-10-2014,30
 09-10-2015,20
 10-25-2015,6
 09-08-2015,6
 02-23-2016,1
 01-07-2016,34
 01-12-2016,19
 10-30-2015,2
 10-08-2015,10
 10-30-2014,2
 04-12-2015,4
 07-03-2015,6
 04-28-2014,2
 11-04-2015,2
 08-15-2015,2
 03-16-2015,2
 07-21-2015,50
 03-05-2015,4
 03-05-2016,3
 06-10-2015,2
 07-27-2015,8
 12-06-2015,8
 10-01-2015,22
 11-12-2014,4
 11-12-2015,8
 11-03-2015,6
 04-11-2015,2
 01-27-2016,7
 10-10-2015,10
 10-10-2014,2
 06-25-2015,8
 11-13-2015,6
 12-24-2015,10
 07-28-2015,4
 08-14-2015,6
 11-19-2015,2
 11-13-2014,8
 02-29-2016,1
 05-23-2015,12
 07-12-2015,34
 12-15-2015,6
 09-26-2014,2
 09-26-2015,10
 04-27-2015,2
 07-12-2014,2
 11-01-2015,35
 08-19-2015,6
 09-16-2015,6
 08-05-2015,22
 09-02-2015,34
 03-07-2016,10
 07-25-2015,4
 04-06-2015,18
 05-03-2015,44
 01-18-2015,8
 02-15-2016,3
 01-18-2016,14
 02-15-2015,4
 10-02-2015,14
 09-14-2015,14
 06-26-2015,8
 09-14-2014,2
 10-16-2015,4
 10-16-2014,4
 03-24-2015,6
 01-21-2016,2
 08-20-2015,2
 03-10-2016,1
 11-29-2014,4
 08-07-2015,2
 09-12-2015,6
 07-13-2015,18
 10-06-2015,6
 09-12-2014,16
 01-31-2016,2
 07-30-2015,4
 03-14-2016,1
 08-10-2015,24
 03-20-2015,2
 11-08-2015,12
 11-08-2014,4
 08-09-2015,8
 03-20-2016,1
 08-22-2015,16
 11-11-2015,6
 02-27-2016,2
 11-11-2014,8
 12-26-2014,6
 12-26-2015,17
 02-05-2016,1
 01-28-2016,10
 10-12-2014,2
 07-23-2015,2
 03-02-2015,8
 10-12-2015,4
 11-06-2015,15
 11-06-2014,1
 06-21-2015,16
 10-09-2015,6
 11-24-2015,12
 10-09-2014,2
 12-21-2015,19
 09-24-2015,28
 05-11-2015,8
 12-21-2014,2
 09-22-2014,4
 09-22-2015,22
 10-24-2015,8
 09-09-2015,4
 01-13-2016,14
 01-13-2015,4
 06-18-2015,4
 08-12-2015,6
 02-17-2016,1
 06-23-2015,14
 05-08-2015,6
 12-03-2015,16
 12-31-2014,4
 12-31-2015,2
 09-04-2015,2
 03-19-2015,2
 10-29-2014,4
 10-29-2015,2
 03-19-2016,1
 01-05-2015,2
 02-25-2016,3
 03-22-2015,2
 12-28-2015,2
 10-14-2014,4
 10-14-2015,6
 09-19-2015,5
 02-20-2016,2
 01-23-2016,4
 08-02-2015,26
 08-17-2015,10
 03-12-2016,1
 11-16-2015,5
 06-03-2015,2
 06-03-2014,2
 08-30-2015,2
 03-09-2015,28
 12-18-2014,2
 05-01-2015,4
 12-18-2015,4
 04-24-2015,8
 10-04-2015,12
 10-04-2014,4
 07-15-2015,2
 09-29-2015,32
 02-10-2016,6
 10-20-2015,16
 08-21-2015,4
 07-10-2015,8
 05-16-2015,4
 09-15-2015,13
 08-04-2015,10
 10-03-2015,6
 11-14-2014,2
 11-14-2015,8
 12-25-2014,4
 03-11-2016,1
 12-08-2015,80
 11-02-2015,4
 07-09-2015,2
 02-12-2016,10
 12-30-2015,4
 12-30-2014,6
 01-29-2016,2
 01-29-2015,2
 10-19-2015,4
 12-25-2015,22
 06-15-2015,8
 02-28-2015,2
 09-03-2015,18
 02-28-2016,1
 11-26-2014,2
 11-26-2015,13
 01-22-2016,2
 05-21-2015,18
 12-01-2014,6
 05-28-2015,2
 12-01-2015,2
 08-16-2015,22
 09-27-2015,8
 04-29-2015,9
 11-02-2014,2
 12-13-2015,12
 08-28-2015,10
 08-25-2015,4
 03-23-2015,6
 06-11-2015,16
 12-04-2015,18
 02-24-2016,6
 05-12-2015,4
 07-26-2015,2
 10-15-2015,15
 12-29-2014,6
 09-07-2015,6
 01-25-2016,6
 11-23-2015,2
 05-24-2015,28
 04-30-2015,19
 02-19-2016,1
 02-19-2015,4
 01-08-2016,3
 07-02-2015,4
 01-26-2016,2
 08-13-2015,8
 12-16-2015,13
 07-17-2015,4
 09-11-2015,10
 04-26-2015,14
 02-04-2016,10
 09-11-2014,2
 10-27-2014,2
 09-06-2015,16
 04-09-2015,8
 10-27-2015,15
 10-11-2015,6
 10-11-2014,2
 01-10-2016,21
 01-10-2015,2
 08-29-2015,12
 06-20-2015,36
 11-18-2015,4
 05-13-2015,4
 08-24-2015,8
 01-30-2016,6
 11-09-2014,6
 11-09-2015,8
 02-03-2015,2
 03-06-2016,6
 07-22-2015,4
 12-05-2015,47
 01-01-2016,26
 01-01-2015,4
 03-15-2015,2
 05-29-2015,6
 03-06-2015,4
 11-22-2015,14
 09-20-2015,6
 07-18-2015,3
 07-31-2015,2
 01-17-2015,4
 02-13-2016,3
 04-08-2015,20
 10-07-2015,19
 12-09-2015,33
 12-12-2014,2
 12-12-2015,16
 07-08-2015,4
 10-21-2014,2
 04-18-2015,2
 10-21-2015,8
 05-17-2015,10
 06-14-2015,10
 06-09-2015,2
 09-28-2015,2
 04-23-2015,2
 07-06-2015,2
 02-01-2016,4
 07-11-2015,14
 06-12-2015,4
