ReviewDate,NumberOfReviews
 09-07-2014,1
 08-27-2014,2
 11-14-2014,6
 11-06-2014,6
 07-24-2015,1
 09-01-2014,1
 04-28-2015,1
 11-28-2014,2
 09-16-2014,1
 09-02-2014,2
 10-21-2014,1
 08-13-2015,1
 09-24-2014,1
 11-05-2014,8
 11-10-2014,7
 02-18-2015,1
 12-16-2014,1
 11-10-2015,1
 01-20-2015,1
 10-05-2015,1
 09-28-2014,1
 10-02-2015,1
 07-14-2015,1
 02-04-2015,1
 09-30-2014,2
 04-15-2015,1
 09-30-2015,1
 04-04-2015,1
 02-06-2015,1
 09-25-2015,2
 11-07-2014,13
 08-23-2015,1
 08-26-2014,3
 11-04-2014,11
 09-03-2014,2
 08-20-2015,1
 01-02-2015,1
 11-15-2014,16
 08-31-2014,1
 11-18-2014,13
 09-04-2014,1
 12-23-2015,1
 08-24-2015,1
 11-20-2014,10
 01-30-2015,1
 11-12-2014,4
 11-03-2014,3
 10-06-2015,2
 11-17-2014,11
 11-09-2014,11
 12-01-2014,1
 10-14-2015,1
 09-27-2015,1
 09-19-2015,1
 12-05-2014,1
 01-23-2015,1
 11-02-2014,14
 09-13-2015,1
 09-05-2014,1
 08-28-2014,3
 11-13-2014,20
 11-19-2014,8
 11-08-2014,7
 11-16-2014,4
 03-06-2015,1
 08-30-2014,1
 01-06-2015,1
 11-11-2014,15
 12-18-2014,2
 12-15-2014,1
 09-29-2014,1
 04-21-2015,1
 10-04-2014,1
 10-07-2015,1
