ReviewDate,NumberOfReviews
 12-09-2014,1
 10-20-2014,3
 05-16-2015,1
 09-15-2015,1
 11-01-2015,1
 01-16-2015,2
 11-14-2014,1
 11-01-2014,1
 09-16-2015,3
 03-11-2016,1
 10-21-2014,15
 10-17-2014,3
 04-18-2015,1
 03-11-2015,6
 03-07-2015,1
 07-25-2015,1
 12-08-2014,1
 04-06-2015,3
 05-17-2015,1
 06-28-2015,1
 05-03-2015,3
 01-20-2015,1
 06-09-2015,2
 09-28-2015,1
 01-15-2015,2
 11-02-2015,2
 12-27-2014,2
 10-22-2014,7
 06-26-2015,1
 01-29-2015,1
 10-16-2015,1
 06-29-2015,1
 10-19-2015,1
 10-16-2014,1
 10-19-2014,5
 09-17-2015,1
 03-24-2015,1
 02-09-2015,1
 03-27-2015,1
 06-15-2015,5
 02-28-2015,1
 11-15-2014,2
 03-13-2015,3
 03-30-2015,2
 06-24-2015,1
 01-22-2015,4
 02-08-2015,3
 06-02-2015,1
 07-13-2015,1
 05-21-2015,8
 06-08-2015,1
 01-19-2015,1
 05-22-2015,2
 05-28-2015,1
 03-14-2015,4
 04-25-2015,1
 01-31-2015,1
 08-16-2015,1
 10-28-2014,19
 06-17-2015,1
 03-26-2015,3
 12-13-2014,1
 03-20-2015,2
 08-28-2015,1
 11-08-2015,1
 11-08-2014,25
 03-23-2015,5
 11-27-2015,1
 05-15-2015,2
 05-18-2015,3
 12-04-2014,1
 11-30-2014,16
 03-17-2015,2
 08-06-2015,1
 01-09-2015,3
 01-06-2015,4
 02-21-2015,1
 11-11-2015,1
 02-24-2015,1
 05-12-2015,3
 10-18-2014,3
 10-31-2014,1
 09-18-2015,1
 10-12-2014,4
 07-23-2015,1
 01-28-2015,6
 02-02-2015,1
 10-26-2015,1
 10-26-2014,6
 01-25-2015,1
 12-03-2014,1
 02-05-2015,2
 04-13-2015,2
 06-19-2015,1
 01-11-2015,1
 02-22-2015,2
 06-05-2015,2
 05-10-2015,1
 07-02-2015,1
 10-25-2014,6
 09-08-2015,1
 11-05-2014,7
 05-11-2015,2
 01-12-2015,1
 12-21-2014,13
 11-05-2015,1
 03-29-2015,4
 09-22-2015,2
 10-08-2015,4
 10-30-2014,1
 10-13-2014,1
 09-11-2015,1
 02-04-2015,1
 01-26-2015,7
 10-27-2014,5
 04-12-2015,2
 04-09-2015,1
 10-24-2014,4
 07-03-2015,3
 01-24-2015,11
 09-25-2015,1
 11-07-2014,16
 12-22-2015,1
 01-10-2015,1
 12-22-2014,1
 01-13-2015,1
 06-18-2015,1
 08-29-2015,1
 06-23-2015,1
 03-16-2015,3
 06-20-2015,1
 12-03-2015,1
 05-19-2015,1
 11-18-2014,9
 03-21-2015,7
 05-13-2015,2
 10-23-2014,4
 12-31-2014,1
 03-05-2015,1
 04-02-2015,2
 09-04-2015,2
 07-27-2015,2
 03-19-2015,2
 10-29-2014,1
 01-30-2015,3
 11-12-2014,2
 01-14-2015,1
 11-03-2014,1
 01-05-2015,1
 02-16-2015,1
 03-22-2015,3
 06-16-2015,1
 11-09-2014,1
 11-09-2015,1
 02-03-2015,2
 01-27-2015,2
 04-17-2015,6
 01-23-2015,14
 03-31-2015,1
 02-07-2015,1
 03-18-2015,1
 12-24-2014,2
 06-25-2015,1
 01-04-2015,1
 05-14-2015,1
 07-28-2015,1
 06-06-2015,1
 11-13-2014,1
 03-12-2015,6
 11-19-2014,1
 06-03-2015,1
 12-02-2014,1
 11-16-2015,1
 03-15-2015,5
 05-26-2015,1
 03-06-2015,1
 05-23-2015,2
 05-07-2015,1
 03-28-2015,1
 07-18-2015,1
 12-15-2014,16
 04-24-2015,1
 01-17-2016,1
 04-21-2015,2
 10-04-2015,1
 09-26-2015,1
 07-15-2015,2
 10-07-2015,1
