 06-27-2015	1
 06-10-2015	4
 07-27-2015	11
 08-04-2015	2
 09-15-2015	1
 08-27-2015	1
 06-16-2015	5
 08-01-2015	2
 07-24-2015	13
 06-13-2015	16
 07-30-2015	3
 08-05-2015	4
 08-16-2015	2
 08-08-2015	5
 09-19-2015	1
 07-25-2015	14
 09-08-2015	1
 08-13-2015	5
 06-14-2015	4
 06-25-2015	1
 07-28-2015	3
 06-17-2015	8
 08-02-2015	2
 08-10-2015	2
 08-14-2015	1
 08-11-2015	4
 06-11-2015	7
 08-09-2015	3
 08-03-2015	7
 08-06-2015	7
 06-12-2015	5
 06-18-2015	1
 07-29-2015	3
 08-12-2015	4
 07-26-2015	5
 06-15-2015	8
 08-15-2015	4
 10-04-2015	1
 07-31-2015	1
 08-07-2015	2
 07-23-2015	14
