ReviewDate,NumberOfReviews
 03-08-2016,3
 10-20-2015,4
 08-21-2015,2
 08-04-2015,30
 09-15-2015,8
 01-16-2016,2
 08-05-2015,18
 09-16-2015,10
 03-11-2016,3
 03-07-2016,4
 10-21-2015,6
 10-17-2015,4
 12-08-2015,2
 01-20-2016,4
 09-28-2015,2
 10-05-2015,6
 10-16-2015,16
 10-22-2015,6
 10-19-2015,4
 09-17-2015,4
 12-25-2015,57
 01-21-2016,2
 11-15-2015,6
 03-13-2016,3
 09-03-2015,12
 03-10-2016,3
 08-07-2015,16
 11-20-2015,6
 11-17-2015,4
 01-31-2016,2
 03-14-2016,3
 11-21-2015,6
 09-05-2015,2
 10-28-2015,2
 09-21-2015,6
 08-10-2015,6
 08-28-2015,8
 08-25-2015,2
 08-09-2015,14
 03-04-2016,17
 08-03-2015,12
 08-22-2015,2
 08-06-2015,25
 01-09-2016,9
 01-06-2016,12
 10-18-2015,10
 09-18-2015,8
 10-15-2015,16
 10-26-2015,2
 11-23-2015,8
 03-02-2016,1
 03-17-2016,3
 03-03-2016,26
 10-25-2015,12
 10-09-2015,4
 01-26-2016,4
 11-24-2015,4
 09-24-2015,2
 01-12-2016,14
 10-30-2015,2
 09-22-2015,2
 10-08-2015,6
 09-06-2015,2
 01-24-2016,4
 10-24-2015,6
 10-11-2015,4
 10-27-2015,10
 01-10-2016,9
 08-26-2015,10
 01-13-2016,22
 08-12-2015,2
 02-17-2016,1
 03-16-2016,3
 11-18-2015,6
 07-21-2015,2
 12-31-2015,10
 03-05-2016,5
 10-29-2015,2
 03-19-2016,2
 01-14-2016,12
 11-25-2015,8
 10-14-2015,2
 03-06-2016,3
 08-08-2015,22
 09-19-2015,2
 10-10-2015,6
 01-23-2016,2
 03-18-2016,3
 01-01-2016,14
 08-14-2015,2
 11-19-2015,4
 03-12-2016,3
 03-15-2016,3
 11-16-2015,4
 12-02-2015,2
 11-22-2015,6
 08-30-2015,8
 03-09-2016,3
 09-20-2015,8
 12-15-2015,2
 01-17-2016,4
 10-23-2015,6
