ReviewDate,NumberOfReviews
 09-07-2015,2
 11-20-2015,1
 03-05-2016,1
 01-30-2016,1
 09-15-2015,2
 11-12-2015,11
 07-19-2015,1
 11-17-2015,2
 11-01-2015,2
 11-14-2015,1
 03-17-2016,1
 11-25-2015,2
 09-16-2015,6
 08-05-2015,4
 10-14-2015,1
 09-10-2015,1
 08-08-2015,1
 07-22-2015,1
 09-19-2015,1
 11-21-2015,1
 09-24-2015,1
 11-13-2015,8
 09-13-2015,5
 09-14-2015,3
 11-16-2015,1
 10-13-2015,1
 10-16-2015,1
 09-09-2015,2
 09-17-2015,3
 08-06-2015,5
 11-11-2015,1
 09-20-2015,1
 11-04-2015,1
 11-15-2015,5
 09-18-2015,2
 12-03-2015,1
 08-07-2015,15
 07-23-2015,1
 11-18-2015,1
