ReviewDate,NumberOfReviews
 03-08-2016,1
 09-15-2014,2
 08-04-2015,2
 10-03-2015,2
 08-19-2015,8
 11-14-2015,6
 01-16-2016,4
 05-02-2014,2
 02-14-2016,1
 07-08-2014,2
 08-05-2015,2
 03-07-2016,1
 03-11-2015,2
 07-25-2015,2
 06-28-2015,2
 10-05-2015,4
 02-15-2016,1
 01-18-2016,6
 11-02-2015,2
 10-02-2015,2
 09-14-2015,3
 02-12-2016,3
 10-16-2015,4
 10-19-2014,2
 08-18-2015,4
 11-15-2015,2
 09-03-2015,10
 02-28-2016,2
 03-10-2016,2
 06-01-2015,2
 11-26-2015,2
 11-20-2015,4
 05-21-2014,2
 02-08-2016,1
 09-12-2015,4
 03-27-2014,2
 10-06-2015,6
 05-21-2015,2
 10-06-2014,4
 01-31-2016,2
 12-01-2015,4
 09-27-2015,6
 04-03-2015,2
 11-21-2014,29
 10-28-2015,4
 01-15-2016,2
 03-01-2016,3
 08-03-2015,2
 11-30-2015,3
 01-09-2016,2
 02-27-2016,3
 01-06-2016,1
 12-07-2015,2
 11-11-2014,2
 02-21-2016,2
 10-18-2014,2
 02-05-2016,3
 10-18-2015,2
 01-28-2016,6
 02-02-2016,1
 10-15-2015,2
 10-26-2015,4
 11-23-2015,2
 01-25-2016,3
 10-12-2015,4
 12-17-2015,3
 02-19-2016,1
 11-06-2015,4
 08-27-2015,6
 01-08-2016,4
 12-20-2015,4
 02-22-2016,1
 09-10-2015,4
 01-26-2016,4
 11-24-2015,4
 12-21-2015,3
 02-23-2016,1
 11-10-2015,4
 01-07-2016,5
 11-05-2015,2
 12-16-2015,4
 02-18-2016,2
 10-08-2014,8
 10-30-2015,2
 10-08-2015,2
 10-13-2014,8
 09-11-2015,2
 02-04-2016,5
 10-13-2015,2
 10-24-2015,4
 01-24-2016,4
 10-27-2015,10
 09-25-2015,2
 02-06-2016,3
 12-22-2015,2
 08-26-2015,4
 11-07-2015,2
 02-17-2016,3
 08-15-2014,2
 05-27-2015,2
 11-18-2014,2
 03-05-2016,2
 09-04-2015,2
 03-19-2016,1
 01-05-2016,4
 10-01-2015,2
 01-14-2016,4
 02-25-2016,1
 10-14-2014,20
 01-27-2016,6
 11-25-2015,6
 02-03-2016,3
 03-06-2016,2
 08-08-2015,2
 02-20-2016,3
 01-23-2016,2
 10-10-2014,2
 12-05-2015,2
 02-07-2016,3
 02-26-2016,2
 09-13-2015,1
 08-14-2014,2
 02-29-2016,3
 05-01-2015,2
 12-15-2015,4
 12-18-2015,2
 10-01-2014,2
 01-17-2016,4
 09-26-2015,2
 02-13-2016,2
 10-07-2014,24
 04-08-2015,2
 10-07-2015,6
 02-10-2016,2
