ReviewDate,NumberOfReviews
 06-27-2015,3
 09-07-2015,1
 07-10-2015,2
 06-19-2015,7
 09-15-2015,3
 08-04-2015,1
 07-16-2015,1
 08-27-2015,1
 08-19-2015,2
 07-24-2015,2
 06-21-2015,3
 07-08-2015,1
 06-22-2015,4
 09-16-2015,2
 07-25-2015,2
 06-28-2015,5
 06-30-2015,4
 09-28-2015,3
 10-05-2015,1
 09-22-2015,2
 09-14-2015,2
 07-09-2015,3
 07-06-2015,4
 07-14-2015,1
 09-06-2015,3
 06-26-2015,8
 09-30-2015,1
 06-29-2015,1
 09-09-2015,1
 07-11-2015,3
 09-25-2015,5
 06-18-2015,7
 08-20-2015,1
 06-23-2015,2
 08-18-2015,4
 08-15-2015,1
 06-20-2015,1
 07-21-2015,3
 09-04-2015,1
 06-24-2015,5
 07-13-2015,1
 07-19-2015,3
 10-06-2015,1
 06-16-2015,12
 07-30-2015,1
 07-05-2015,3
 07-22-2015,2
 08-08-2015,1
 06-25-2015,5
 09-05-2015,1
 06-17-2015,13
 07-28-2015,1
 09-21-2015,1
 08-02-2015,1
 08-17-2015,5
 08-11-2015,1
 08-30-2015,2
 08-22-2015,2
 08-06-2015,1
 07-12-2015,4
 07-29-2015,1
 09-20-2015,1
 07-18-2015,2
 07-26-2015,3
 07-01-2015,2
 09-23-2015,3
 07-04-2015,3
 07-07-2015,4
 07-31-2015,1
 09-18-2015,4
 09-26-2015,1
 07-23-2015,3
 07-20-2015,4
 09-29-2015,1
 10-07-2015,1
 10-15-2015,1
