ReviewDate,NumberOfReviews
 06-27-2015,8
 09-07-2015,2
 01-25-2016,2
 12-09-2015,2
 11-23-2015,2
 10-12-2015,2
 06-19-2015,8
 09-15-2015,2
 07-16-2015,2
 11-06-2015,10
 08-27-2015,4
 11-01-2015,8
 01-03-2016,2
 02-22-2016,1
 09-01-2015,2
 11-14-2015,2
 06-21-2015,12
 06-22-2015,18
 09-16-2015,2
 07-02-2015,2
 09-02-2015,20
 10-25-2015,4
 10-17-2015,2
 11-28-2015,2
 06-28-2015,12
 09-24-2015,2
 06-30-2015,4
 01-20-2016,8
 11-05-2015,10
 12-16-2015,2
 10-05-2015,2
 11-02-2015,14
 10-30-2015,14
 10-02-2015,2
 10-13-2015,2
 06-26-2015,14
 09-06-2015,2
 09-17-2015,2
 11-07-2015,14
 06-18-2015,20
 08-12-2015,4
 11-04-2015,17
 08-29-2015,6
 06-23-2015,8
 03-13-2016,1
 06-20-2015,22
 11-26-2015,2
 11-20-2015,2
 06-24-2015,20
 09-12-2015,2
 03-22-2016,1
 11-03-2015,14
 11-09-2015,7
 01-27-2016,14
 08-08-2015,9
 11-21-2015,2
 06-25-2015,14
 02-26-2016,1
 09-21-2015,2
 11-19-2015,4
 01-01-2016,2
 08-28-2015,2
 11-08-2015,14
 11-16-2015,4
 08-09-2015,6
 03-04-2016,2
 11-27-2015,2
 11-22-2015,4
 11-30-2015,2
 11-11-2015,2
 12-07-2015,2
 09-23-2015,2
 10-31-2015,26
 10-18-2015,1
 09-26-2015,2
 09-29-2015,2
 10-23-2015,2
 10-07-2015,2
