ReviewDate,NumberOfReviews
 09-07-2015,1
 12-09-2014,12
 07-27-2015,1
 08-21-2015,1
 08-24-2015,1
 01-22-2015,1
 06-02-2015,1
 12-14-2014,1
 11-17-2014,2
 11-14-2014,3
 01-16-2015,3
 11-09-2014,2
 12-12-2014,7
 11-01-2014,4
 12-20-2014,1
 11-25-2014,1
 09-10-2015,1
 09-27-2015,1
 09-19-2015,1
 11-24-2015,1
 12-08-2014,12
 11-10-2014,2
 12-21-2014,1
 12-10-2014,9
 12-13-2014,2
 01-15-2015,3
 10-30-2014,1
 02-04-2015,1
 11-08-2014,3
 11-16-2014,3
 11-30-2015,1
 09-17-2015,1
 12-11-2014,2
 01-02-2015,1
 10-04-2015,1
 11-15-2014,4
 02-02-2015,1
