ReviewDate,NumberOfReviews
 06-27-2015,26
 10-20-2015,4
 07-10-2015,16
 08-04-2015,2
 01-03-2016,6
 11-14-2015,2
 09-01-2015,2
 02-14-2016,1
 10-17-2015,8
 12-08-2015,2
 06-30-2015,14
 01-20-2016,2
 11-02-2015,8
 12-27-2015,6
 07-09-2015,6
 12-30-2015,10
 01-29-2016,6
 06-29-2015,26
 10-19-2015,4
 09-17-2015,2
 08-23-2015,2
 12-25-2015,14
 02-09-2016,2
 08-18-2015,2
 03-13-2016,1
 09-03-2015,2
 02-28-2016,3
 01-22-2016,2
 07-19-2015,8
 12-01-2015,6
 08-16-2015,32
 11-21-2015,2
 06-17-2015,16
 08-25-2015,2
 08-28-2015,2
 03-01-2016,1
 08-06-2015,6
 12-04-2015,6
 02-24-2016,2
 02-21-2016,3
 07-26-2015,8
 12-29-2015,6
 07-07-2015,4
 07-20-2015,6
 02-02-2016,1
 10-15-2015,2
 10-26-2015,2
 09-07-2015,2
 11-23-2015,14
 01-25-2016,2
 02-19-2016,3
 01-08-2016,8
 02-22-2016,2
 01-11-2016,12
 07-02-2015,2
 09-10-2015,2
 10-25-2015,5
 08-13-2015,2
 02-23-2016,1
 01-12-2016,2
 01-07-2016,4
 12-16-2015,2
 07-17-2015,4
 10-30-2015,4
 10-08-2015,2
 02-04-2016,4
 09-06-2015,6
 07-03-2015,6
 10-11-2015,4
 10-27-2015,2
 01-10-2016,4
 08-29-2015,2
 08-15-2015,12
 03-16-2016,1
 06-20-2015,10
 11-18-2015,6
 07-21-2015,6
 03-05-2016,1
 07-27-2015,2
 12-06-2015,4
 08-24-2015,2
 10-01-2015,4
 11-03-2015,6
 11-12-2015,4
 11-09-2015,6
 01-27-2016,10
 02-03-2016,4
 03-06-2016,2
 07-22-2015,4
 10-10-2015,4
 12-05-2015,6
 06-25-2015,18
 12-24-2015,6
 11-13-2015,6
 07-28-2015,2
 08-14-2015,32
 03-15-2016,1
 02-29-2016,1
 11-22-2015,10
 07-12-2015,6
 12-15-2015,6
 07-18-2015,4
 01-17-2016,4
 07-31-2015,6
 09-26-2015,6
 02-13-2016,2
 10-07-2015,4
 12-09-2015,2
 11-01-2015,6
 01-16-2016,2
 08-19-2015,6
 12-12-2015,2
 07-08-2015,6
 09-16-2015,2
 08-05-2015,6
 09-02-2015,2
 10-21-2015,2
 07-25-2015,14
 06-28-2015,14
 09-28-2015,2
 02-15-2016,1
 01-18-2016,2
 07-06-2015,10
 06-26-2015,20
 07-11-2015,8
 01-21-2016,2
 12-14-2015,2
 08-20-2015,2
 11-15-2015,4
 03-10-2016,2
 01-02-2016,4
 11-29-2015,4
 08-07-2015,4
 11-20-2015,4
 06-24-2015,16
 02-08-2016,2
 09-12-2015,2
 07-13-2015,10
 10-06-2015,2
 11-17-2015,4
 01-31-2016,3
 07-30-2015,4
 03-14-2016,1
 10-28-2015,2
 09-21-2015,2
 08-10-2015,2
 11-08-2015,4
 08-09-2015,6
 11-27-2015,6
 08-03-2015,8
 03-20-2016,2
 08-22-2015,2
 01-09-2016,14
 11-11-2015,3
 01-06-2016,2
 07-29-2015,4
 07-01-2015,16
 10-31-2015,2
 12-26-2015,8
 07-04-2015,12
 10-18-2015,12
 02-05-2016,3
 07-23-2015,4
 10-12-2015,6
 06-19-2015,2
 12-17-2015,4
 07-16-2015,2
 11-06-2015,4
 08-27-2015,6
 12-20-2015,2
 06-21-2015,36
 03-17-2016,1
 06-22-2015,21
 03-03-2016,1
 10-09-2015,2
 12-21-2015,2
 09-24-2015,6
 11-10-2015,2
 09-22-2015,4
 07-14-2015,6
 10-24-2015,4
 02-06-2016,1
 01-13-2016,4
 11-07-2015,4
 08-26-2015,4
 06-18-2015,12
 08-12-2015,2
 02-17-2016,2
 06-23-2015,20
 08-31-2015,6
 12-03-2015,2
 12-31-2015,2
 10-29-2015,2
 03-19-2016,2
 01-05-2016,4
 03-22-2016,1
 02-25-2016,1
 08-01-2015,12
 12-28-2015,4
 11-25-2015,8
 10-14-2015,4
 07-05-2015,30
 08-08-2015,4
 02-20-2016,1
 02-07-2016,2
 03-18-2016,1
 02-26-2016,2
 08-02-2015,8
 08-17-2015,18
 01-04-2016,2
 03-12-2016,1
 08-11-2015,2
 11-16-2015,4
 12-02-2015,6
 03-09-2016,3
 12-18-2015,2
 02-16-2016,2
 07-15-2015,6
 09-29-2015,2
 10-23-2015,2
 02-10-2016,2
