ReviewDate,NumberOfReviews
 03-08-2016,1
 11-20-2015,2
 12-06-2015,1
 11-12-2015,2
 11-03-2015,11
 11-06-2015,5
 11-17-2015,3
 11-01-2015,7
 03-07-2016,1
 11-24-2015,3
 01-26-2016,1
 01-23-2016,1
 11-21-2015,4
 11-10-2015,2
 11-13-2015,1
 11-05-2015,3
 01-15-2016,1
 11-19-2015,2
 10-30-2015,22
 11-02-2015,4
 11-08-2015,6
 02-29-2016,1
 11-16-2015,4
 12-02-2015,1
 11-22-2015,3
 11-30-2015,1
 11-11-2015,1
 11-07-2015,4
 12-11-2015,1
 01-21-2016,1
 11-04-2015,4
 02-16-2016,1
 10-31-2015,17
 12-29-2015,1
 11-15-2015,1
 12-26-2015,1
 11-18-2015,3
