 08-21-2015	2
 07-10-2015	4
 04-05-2015	2
 08-04-2015	4
 10-03-2015	2
 02-27-2015	9
 05-02-2015	44
 11-28-2014	2
 07-08-2015	6
 04-18-2015	2
 03-07-2015	2
 03-11-2015	4
 07-25-2015	2
 04-06-2015	2
 05-03-2015	32
 06-14-2015	2
 01-20-2015	16
 06-09-2015	2
 09-28-2015	2
 01-15-2015	2
 07-09-2015	4
 01-29-2015	20
 02-01-2015	10
 04-04-2015	4
 07-11-2015	4
 01-21-2015	18
 02-09-2015	4
 03-24-2015	2
 01-21-2016	2
 02-28-2015	6
 09-03-2015	4
 06-24-2015	2
 04-10-2015	2
 01-22-2015	2
 02-08-2016	1
 05-05-2015	2
 01-19-2015	20
 06-08-2015	4
 11-17-2015	2
 01-31-2015	6
 04-03-2015	2
 11-21-2015	2
 05-06-2015	2
 03-26-2015	2
 11-08-2015	2
 03-01-2015	16
 03-04-2015	2
 08-22-2015	2
 03-17-2015	10
 02-21-2015	12
 02-24-2015	19
 05-12-2015	2
 10-31-2015	4
 07-04-2015	2
 10-15-2015	2
 01-28-2015	2
 10-26-2015	2
 03-02-2015	4
 07-16-2015	6
 02-19-2016	1
 02-19-2015	12
 02-22-2015	18
 06-05-2015	58
 03-03-2015	6
 09-24-2015	2
 05-11-2015	2
 02-18-2015	30
 02-23-2015	4
 03-29-2015	2
 07-17-2015	6
 07-14-2015	8
 04-09-2015	3
 09-09-2015	2
 01-24-2015	2
 11-07-2015	2
 06-18-2015	22
 04-01-2015	2
 08-12-2015	2
 11-04-2015	2
 02-17-2015	2
 08-15-2015	4
 03-16-2015	10
 06-04-2015	16
 05-27-2015	2
 01-30-2015	16
 02-25-2015	8
 06-16-2015	2
 03-22-2015	4
 11-09-2015	2
 02-03-2015	4
 11-25-2015	2
 02-03-2016	2
 01-23-2015	2
 10-10-2015	2
 02-20-2015	22
 02-26-2015	16
 05-14-2015	8
 09-13-2015	2
 06-06-2015	58
 03-12-2015	2
 05-20-2015	2
 06-03-2015	36
 03-06-2015	2
 07-12-2015	2
 09-23-2015	2
 04-21-2015	62
 02-13-2015	2
 02-10-2015	2
 04-08-2015	2
 10-23-2015	2
 10-07-2015	2
