ReviewDate,NumberOfReviews
 10-20-2015,2
 08-21-2015,2
 09-15-2015,1
 11-14-2015,1
 09-01-2015,2
 07-24-2015,1
 12-12-2015,1
 06-13-2015,2
 08-05-2015,2
 10-21-2015,1
 06-28-2015,1
 06-14-2015,1
 09-14-2015,1
 01-29-2016,2
 10-22-2015,3
 10-16-2015,1
 09-30-2015,1
 09-17-2015,2
 08-23-2015,2
 06-12-2015,1
 08-20-2015,1
 06-15-2015,1
 09-03-2015,1
 01-02-2016,1
 11-20-2015,2
 12-23-2015,1
 07-13-2015,14
 05-05-2015,20
 07-19-2015,4
 11-21-2015,1
 10-28-2015,1
 05-06-2015,13
 09-21-2015,1
 05-09-2015,14
 08-28-2015,2
 12-10-2015,1
 08-09-2015,1
 11-27-2015,1
 05-15-2015,1
 11-30-2015,1
 08-06-2015,1
 11-11-2015,1
 01-09-2016,7
 01-06-2016,4
 12-07-2015,1
 05-12-2015,1
 10-31-2015,1
 09-18-2015,1
 07-20-2015,4
 10-26-2015,1
 01-25-2016,1
 07-16-2015,4
 01-08-2016,6
 12-20-2015,1
 01-11-2016,1
 05-10-2015,3
 06-21-2015,1
 05-25-2015,1
 01-26-2016,7
 05-11-2015,14
 01-12-2016,3
 01-07-2016,3
 07-17-2015,6
 07-14-2015,7
 09-11-2015,1
 10-13-2015,1
 10-11-2015,1
 01-10-2016,3
 11-07-2015,1
 01-13-2016,1
 08-29-2015,2
 05-08-2015,5
 08-31-2015,1
 08-15-2015,1
 12-03-2015,1
 07-21-2015,7
 03-05-2016,1
 09-04-2015,1
 10-29-2015,1
 01-05-2016,1
 10-01-2015,1
 11-12-2015,1
 12-28-2015,1
 10-14-2015,1
 07-22-2015,4
 08-08-2015,1
 09-19-2015,1
 12-05-2015,1
 11-13-2015,2
 12-24-2015,2
 05-14-2015,1
 09-13-2015,2
 08-02-2015,2
 08-11-2015,1
 05-20-2015,1
 11-16-2015,2
 12-02-2015,1
 08-30-2015,3
 03-09-2016,1
 05-07-2015,11
 07-18-2015,9
 07-15-2015,6
 09-29-2015,1
