 04-19-2015	2
 12-09-2013	1
 04-05-2015	1
 07-10-2015	1
 01-03-2016	2
 01-03-2015	8
 11-14-2015	3
 06-13-2015	6
 02-14-2016	1
 07-08-2015	1
 09-16-2015	2
 09-02-2014	1
 04-22-2015	1
 09-02-2015	1
 04-18-2015	2
 04-06-2015	3
 06-14-2015	5
 01-20-2016	1
 01-20-2015	1
 06-09-2014	1
 01-18-2015	1
 04-20-2015	3
 02-15-2016	1
 04-23-2015	7
 11-02-2015	2
 09-14-2015	1
 07-09-2015	2
 12-27-2013	2
 12-30-2014	4
 10-22-2015	1
 04-17-2014	1
 02-01-2016	1
 12-25-2015	1
 06-12-2015	1
 06-12-2014	1
 06-15-2015	5
 02-28-2015	1
 11-15-2015	1
 08-18-2015	1
 01-02-2015	2
 11-26-2014	1
 03-13-2015	1
 06-24-2015	1
 04-10-2015	1
 02-08-2015	1
 01-22-2015	1
 02-08-2016	1
 07-13-2015	1
 10-06-2015	5
 11-17-2015	4
 02-11-2014	1
 07-30-2015	1
 04-07-2015	3
 05-22-2015	1
 05-18-2014	1
 03-14-2016	1
 04-25-2015	2
 01-31-2015	1
 09-27-2015	1
 11-21-2015	3
 04-29-2015	1
 06-17-2015	5
 03-23-2015	1
 03-04-2015	1
 03-20-2016	1
 12-04-2015	1
 07-29-2014	1
 11-11-2015	2
 02-24-2015	3
 02-21-2015	3
 07-26-2015	1
 01-28-2016	48
 07-23-2015	1
 12-29-2014	11
 01-28-2015	1
 09-07-2015	2
 10-26-2015	1
 11-23-2015	1
 04-13-2015	4
 05-24-2015	1
 06-19-2015	3
 04-30-2015	1
 02-19-2015	5
 01-11-2015	1
 02-22-2015	4
 06-22-2015	3
 07-02-2015	1
 09-10-2015	1
 04-14-2015	1
 10-09-2015	8
 03-03-2014	1
 11-24-2015	1
 09-08-2015	1
 01-07-2015	2
 02-18-2015	8
 11-05-2015	2
 02-23-2015	5
 10-08-2015	5
 10-13-2015	7
 04-26-2015	8
 02-04-2016	1
 12-19-2013	1
 04-15-2015	3
 04-09-2015	4
 10-11-2015	5
 11-07-2015	2
 06-18-2015	4
 02-17-2015	7
 11-04-2015	10
 06-23-2015	3
 03-16-2016	2
 06-20-2015	8
 05-19-2015	1
 05-27-2015	1
 11-18-2015	1
 03-21-2016	1
 12-31-2014	1
 01-14-2015	1
 02-16-2014	1
 02-25-2015	7
 08-01-2014	1
 03-22-2014	1
 06-16-2014	1
 06-16-2015	1
 12-28-2014	12
 11-09-2015	1
 04-11-2015	2
 07-05-2014	1
 11-25-2015	1
 02-03-2016	1
 04-17-2015	4
 10-10-2015	3
 12-05-2014	1
 02-20-2015	6
 02-26-2015	2
 01-04-2015	1
 11-13-2015	1
 08-02-2015	1
 07-28-2015	1
 11-19-2015	4
 01-01-2015	10
 08-17-2015	1
 08-11-2015	1
 03-12-2015	2
 11-16-2015	2
 05-01-2015	1
 12-15-2015	1
 07-18-2015	1
 09-23-2015	1
 04-24-2015	2
 04-21-2015	1
 10-04-2015	1
 04-27-2015	2
 04-08-2015	2
 10-23-2015	3
 10-07-2015	7
