ReviewDate,NumberOfReviews
 10-23-2014,6
 10-26-2014,4
 12-09-2014,1
 10-20-2014,8
 01-25-2015,1
 10-29-2014,4
 11-03-2014,6
 10-01-2015,1
 11-03-2015,1
 11-01-2014,3
 05-18-2014,1
 10-21-2014,1
 10-25-2014,7
 10-17-2014,8
 09-19-2015,1
 06-25-2015,1
 10-28-2014,8
 11-02-2014,3
 07-28-2014,3
 10-05-2015,1
 02-15-2015,1
 10-30-2014,5
 10-27-2014,7
 10-22-2014,6
 10-16-2014,11
 10-19-2014,10
 10-24-2014,4
 11-30-2014,2
 03-09-2015,1
 01-21-2015,1
 12-07-2014,1
 11-04-2014,2
 10-18-2014,6
 10-31-2014,4
