ReviewDate,NumberOfReviews
 03-30-2015,1
 02-05-2015,1
 03-19-2015,1
 04-13-2015,2
 04-10-2015,1
 02-19-2015,15
 02-16-2015,1
 02-11-2015,2
 03-22-2015,2
 01-19-2016,1
 11-09-2015,1
 02-27-2015,1
 02-03-2015,1
 01-31-2015,1
 02-07-2015,1
 03-31-2015,1
 07-25-2015,1
 02-20-2015,4
 05-03-2015,1
 02-26-2015,1
 02-18-2015,11
 07-28-2015,1
 03-26-2015,1
 02-15-2015,1
 03-12-2015,1
 04-15-2015,1
 03-04-2015,1
 02-01-2015,1
 05-15-2015,1
 03-09-2015,6
 03-28-2015,1
 02-17-2015,1
 03-27-2015,1
 06-23-2015,1
 03-10-2015,22
 01-17-2016,1
 03-16-2015,1
 04-27-2015,1
 02-10-2015,2
 03-21-2015,2
 03-13-2015,1
 02-02-2015,1
