ReviewDate,NumberOfReviews
 04-02-2015,15
 04-05-2015,15
 04-10-2015,1
 05-24-2015,1
 04-30-2015,1
 09-15-2015,1
 10-01-2015,1
 10-06-2015,1
 05-02-2015,1
 01-31-2016,1
 04-07-2015,14
 08-08-2015,1
 10-10-2015,1
 04-03-2015,10
 04-06-2015,6
 06-14-2015,2
 10-28-2015,1
 01-12-2016,1
 08-11-2015,1
 02-29-2016,1
 04-15-2015,1
 06-11-2015,1
 04-09-2015,1
 09-30-2015,1
 01-24-2016,2
 04-04-2015,7
 02-06-2016,1
 12-22-2015,1
 02-27-2016,1
 05-01-2015,1
 02-09-2016,1
 11-15-2015,1
 10-31-2015,1
 07-07-2015,1
 04-08-2015,6
 06-01-2015,1
