ReviewDate,NumberOfReviews
 12-23-2015,2
 01-30-2016,2
 01-30-2015,2
 09-12-2015,2
 02-19-2016,1
 07-13-2015,2
 06-08-2015,2
 11-01-2015,2
 09-01-2015,2
 03-03-2015,2
 09-02-2015,2
 01-23-2015,4
 02-20-2016,2
 12-21-2015,2
 11-21-2015,6
 12-05-2015,2
 01-12-2015,16
 05-11-2015,6
 02-26-2016,1
 01-20-2015,2
 07-28-2015,4
 08-14-2015,2
 04-20-2015,2
 12-13-2015,2
 04-23-2015,2
 01-26-2015,18
 01-29-2016,2
 11-22-2015,8
 01-24-2015,9
 12-22-2015,2
 02-09-2016,1
 01-21-2015,4
 04-24-2015,4
 10-04-2015,2
 04-27-2015,2
 03-21-2016,1
 02-10-2016,1
