 06-27-2015	4
 03-08-2016	4
 03-08-2015	2
 10-20-2015	4
 07-10-2015	6
 08-04-2015	2
 09-15-2015	2
 01-03-2016	10
 10-03-2015	4
 02-14-2015	4
 09-01-2015	8
 11-14-2015	5
 03-25-2015	2
 07-24-2015	2
 06-13-2015	8
 05-02-2015	6
 02-14-2016	10
 03-11-2016	7
 10-17-2015	2
 11-28-2015	12
 12-08-2015	10
 06-30-2015	12
 01-20-2016	6
 01-20-2015	2
 02-12-2015	2
 11-02-2015	4
 12-27-2015	12
 02-12-2016	3
 12-30-2015	10
 01-29-2016	6
 09-30-2015	2
 10-22-2015	4
 06-29-2015	6
 10-19-2015	4
 08-23-2015	2
 12-25-2015	20
 02-09-2016	2
 12-11-2015	8
 02-09-2015	2
 06-15-2015	4
 08-18-2015	2
 03-13-2016	3
 02-28-2016	2
 06-01-2015	2
 11-26-2015	2
 01-22-2016	8
 03-30-2015	2
 12-23-2015	22
 01-22-2015	2
 07-19-2015	18
 05-21-2015	2
 06-08-2015	12
 01-19-2015	2
 01-19-2016	6
 05-28-2015	2
 12-01-2015	2
 08-16-2015	2
 09-27-2015	8
 11-21-2015	14
 04-29-2015	2
 09-05-2015	2
 05-06-2015	4
 01-15-2016	4
 06-17-2015	20
 12-13-2015	15
 05-31-2015	8
 05-09-2015	2
 08-28-2015	4
 08-25-2015	4
 03-23-2016	4
 06-11-2015	12
 03-04-2016	1
 03-01-2016	3
 12-04-2015	14
 08-06-2015	14
 02-24-2016	3
 02-21-2016	3
 05-12-2015	6
 12-29-2015	12
 07-07-2015	6
 07-20-2015	4
 02-02-2016	14
 02-02-2015	6
 09-07-2015	4
 10-26-2015	6
 11-23-2015	6
 01-25-2016	8
 01-25-2015	16
 02-05-2015	2
 05-24-2015	4
 04-30-2015	4
 02-19-2016	4
 01-08-2016	10
 02-19-2015	2
 02-22-2016	2
 01-11-2016	6
 06-05-2015	18
 04-28-2015	2
 07-02-2015	8
 10-25-2015	6
 01-26-2016	8
 02-23-2016	7
 01-12-2016	10
 01-07-2016	6
 12-16-2015	6
 07-17-2015	8
 10-30-2015	8
 10-08-2015	8
 02-04-2015	6
 02-04-2016	6
 09-06-2015	10
 10-11-2015	6
 10-27-2015	12
 07-03-2015	4
 09-25-2015	4
 01-10-2016	12
 11-04-2015	8
 08-29-2015	4
 06-07-2015	4
 03-16-2016	4
 06-20-2015	23
 05-19-2015	2
 11-18-2015	2
 07-21-2015	12
 03-05-2015	2
 05-13-2015	6
 03-05-2016	5
 06-10-2015	6
 07-27-2015	6
 12-06-2015	4
 08-24-2015	2
 01-30-2016	6
 01-30-2015	6
 10-01-2015	6
 11-12-2015	4
 11-03-2015	6
 06-16-2015	4
 11-09-2015	6
 02-03-2015	2
 04-11-2015	2
 01-27-2016	2
 01-27-2015	2
 02-03-2016	2
 03-06-2016	7
 07-22-2015	6
 10-10-2015	6
 12-05-2015	1
 06-25-2015	6
 11-13-2015	4
 12-24-2015	6
 05-14-2015	2
 07-28-2015	7
 01-01-2016	12
 08-14-2015	8
 06-06-2015	8
 03-15-2016	2
 02-29-2016	3
 11-22-2015	8
 05-23-2015	4
 07-12-2015	2
 09-20-2015	6
 07-18-2015	4
 01-17-2016	12
 02-13-2015	2
 09-26-2015	2
 04-27-2015	2
 02-13-2016	6
 10-07-2015	6
 12-09-2015	6
 01-16-2016	8
 12-12-2015	10
 02-27-2015	2
 07-08-2015	2
 09-16-2015	4
 08-05-2015	4
 09-02-2015	10
 03-07-2016	3
 07-25-2015	2
 05-17-2015	4
 06-28-2015	20
 06-14-2015	12
 05-03-2015	2
 06-09-2015	8
 01-18-2015	2
 09-28-2015	4
 02-15-2016	1
 01-18-2016	12
 02-15-2015	2
 10-02-2015	4
 06-26-2015	6
 02-01-2015	2
 02-01-2016	14
 07-11-2015	2
 06-12-2015	6
 03-24-2016	4
 01-21-2016	4
 12-14-2015	14
 08-20-2015	6
 11-15-2015	4
 03-10-2016	3
 01-02-2016	14
 11-29-2015	16
 08-07-2015	4
 11-20-2015	6
 06-24-2015	6
 02-08-2015	6
 02-08-2016	9
 09-12-2015	6
 07-13-2015	2
 10-06-2015	2
 05-05-2015	2
 02-11-2015	2
 02-11-2016	5
 11-17-2015	8
 07-30-2015	22
 01-31-2016	17
 05-22-2015	10
 03-14-2016	2
 01-31-2015	4
 10-28-2015	2
 08-10-2015	6
 09-21-2015	2
 11-08-2015	8
 12-10-2015	6
 08-09-2015	2
 11-27-2015	4
 03-20-2016	6
 11-30-2015	4
 08-22-2015	10
 01-09-2016	10
 11-11-2015	2
 02-27-2016	6
 12-07-2015	8
 01-06-2016	8
 07-29-2015	18
 07-01-2015	10
 10-31-2015	6
 12-26-2015	6
 07-04-2015	6
 02-05-2016	10
 10-18-2015	8
 01-28-2016	10
 07-23-2015	20
 10-12-2015	2
 03-02-2016	3
 06-19-2015	20
 07-16-2015	8
 12-17-2015	2
 08-27-2015	12
 11-06-2015	1
 12-20-2015	10
 05-10-2015	2
 06-21-2015	16
 03-17-2016	1
 06-22-2015	4
 03-03-2016	4
 04-14-2015	2
 10-09-2015	4
 11-24-2015	4
 12-21-2015	6
 09-24-2015	2
 05-11-2015	2
 11-05-2015	6
 11-10-2015	2
 03-29-2015	2
 09-22-2015	2
 07-14-2015	4
 12-19-2015	8
 10-13-2015	6
 04-15-2015	2
 10-24-2015	4
 09-09-2015	10
 01-24-2016	6
 02-06-2015	2
 01-24-2015	4
 02-06-2016	6
 12-22-2015	4
 08-26-2015	6
 11-07-2015	4
 01-13-2016	2
 06-18-2015	10
 08-12-2015	2
 02-17-2016	3
 02-17-2015	2
 06-23-2015	6
 05-08-2015	2
 08-31-2015	2
 12-03-2015	8
 06-04-2015	14
 05-27-2015	2
 03-21-2016	6
 12-31-2015	12
 09-04-2015	4
 10-29-2015	4
 03-19-2016	2
 01-05-2016	12
 01-14-2016	9
 02-25-2015	2
 02-25-2016	1
 08-01-2015	2
 12-28-2015	8
 11-25-2015	10
 10-14-2015	4
 07-05-2015	6
 08-08-2015	3
 09-19-2015	2
 01-23-2015	2
 02-07-2015	2
 02-20-2016	2
 01-23-2016	10
 02-20-2015	2
 05-30-2015	2
 02-07-2016	3
 03-18-2016	2
 02-26-2015	2
 02-26-2016	5
 08-02-2015	4
 01-04-2016	14
 08-17-2015	4
 03-12-2016	3
 08-11-2015	2
 11-16-2015	8
 06-03-2015	19
 12-02-2015	8
 08-30-2015	6
 03-09-2016	5
 05-07-2015	2
 05-01-2015	8
 12-18-2015	4
 02-16-2016	3
 09-23-2015	2
 04-24-2015	2
 10-04-2015	4
 07-15-2015	6
 09-29-2015	2
 10-23-2015	2
 02-10-2016	2
