ReviewDate,NumberOfReviews
 01-25-2015,2
 02-05-2015,4
 07-10-2015,4
 03-02-2016,1
 04-30-2015,2
 02-19-2016,1
 02-19-2015,6
 01-08-2016,28
 01-03-2016,6
 10-03-2015,2
 02-27-2015,8
 01-11-2016,2
 03-25-2015,2
 05-25-2015,2
 03-03-2015,14
 04-18-2015,2
 04-14-2015,2
 12-21-2015,2
 09-24-2015,2
 01-07-2016,8
 11-05-2015,2
 01-18-2015,24
 09-28-2015,2
 02-12-2015,4
 02-15-2016,1
 12-27-2015,8
 07-06-2015,2
 07-09-2015,2
 01-26-2015,4
 01-29-2015,1
 09-30-2015,2
 10-24-2015,2
 07-11-2015,2
 09-25-2015,12
 01-13-2016,4
 12-25-2015,2
 01-21-2015,6
 02-17-2016,8
 01-21-2016,2
 01-02-2016,4
 12-03-2015,10
 06-20-2015,4
 11-18-2015,2
 03-21-2015,23
 03-13-2015,4
 12-31-2015,10
 03-30-2015,23
 01-22-2015,4
 01-14-2015,2
 01-05-2016,4
 11-03-2015,2
 02-11-2015,26
 01-19-2015,2
 12-28-2015,2
 02-03-2015,2
 01-27-2016,2
 03-14-2015,2
 01-27-2015,4
 04-17-2015,2
 01-23-2015,2
 11-21-2015,4
 01-01-2016,14
 11-19-2015,5
 05-31-2015,2
 01-04-2016,4
 06-03-2015,2
 03-01-2015,4
 03-01-2016,1
 03-04-2015,6
 11-22-2015,2
 05-23-2015,2
 03-17-2015,6
 01-09-2016,2
 01-06-2016,11
 12-07-2015,2
 12-29-2015,4
 12-26-2015,10
 09-26-2015,10
 02-13-2016,2
 02-10-2015,30
 09-29-2015,22
 01-28-2015,4
 10-15-2015,2
