 03-08-2016	5
 10-20-2015	4
 03-02-2016	11
 03-17-2016	5
 03-11-2016	3
 03-03-2016	19
 10-25-2015	4
 03-07-2016	4
 10-21-2015	8
 10-17-2015	10
 11-24-2015	14
 01-12-2016	4
 10-16-2015	18
 10-22-2015	16
 02-01-2016	14
 10-19-2015	15
 01-24-2016	8
 10-24-2015	6
 01-10-2016	6
 01-13-2016	13
 03-24-2016	4
 02-17-2016	1
 11-04-2015	2
 03-13-2016	5
 03-10-2016	6
 03-16-2016	4
 12-03-2015	3
 11-29-2015	2
 03-21-2016	4
 03-05-2016	3
 03-19-2016	4
 02-08-2016	1
 03-22-2016	5
 01-14-2016	7
 11-17-2015	11
 01-27-2016	18
 03-14-2016	4
 02-03-2016	2
 03-06-2016	3
 12-05-2015	2
 03-18-2016	6
 10-28-2015	1
 03-12-2016	4
 03-15-2016	4
 02-29-2016	1
 11-16-2015	2
 12-02-2015	20
 03-23-2016	4
 03-04-2016	16
 03-01-2016	4
 03-20-2016	4
 03-09-2016	4
 01-09-2016	5
 01-06-2016	7
 12-07-2015	5
 12-18-2015	1
 02-16-2016	1
 10-18-2015	8
 01-28-2016	2
 02-02-2016	9
 10-15-2015	34
 10-23-2015	7
 02-10-2016	1
