ReviewDate,NumberOfReviews
 04-19-2015,22
 03-08-2015,14
 08-21-2015,10
 04-05-2015,2
 05-16-2015,8
 02-14-2015,6
 10-03-2015,2
 01-03-2015,8
 09-01-2015,2
 03-25-2015,8
 07-24-2015,2
 05-02-2015,2
 04-22-2015,2
 03-11-2016,1
 03-11-2015,12
 12-08-2015,10
 06-30-2015,4
 01-20-2015,16
 04-20-2015,12
 02-12-2015,8
 10-05-2015,2
 01-15-2015,12
 02-12-2016,1
 12-30-2014,30
 09-17-2015,2
 08-23-2015,2
 02-09-2016,5
 12-11-2015,8
 02-09-2015,4
 06-15-2015,4
 08-18-2015,2
 02-28-2015,8
 09-03-2015,2
 06-01-2015,2
 11-26-2015,2
 03-13-2015,10
 01-22-2016,2
 04-10-2015,4
 01-22-2015,10
 05-21-2015,2
 01-19-2015,14
 06-08-2015,13
 05-28-2015,2
 04-03-2015,2
 11-21-2015,2
 05-06-2015,6
 05-31-2015,4
 05-09-2015,2
 08-28-2015,4
 03-23-2015,4
 03-01-2015,6
 03-01-2016,1
 03-04-2015,2
 05-18-2015,2
 02-24-2016,1
 02-21-2015,8
 02-24-2015,4
 05-12-2015,4
 07-20-2015,2
 02-02-2016,2
 01-25-2015,4
 02-05-2015,14
 04-30-2015,9
 02-19-2016,4
 02-19-2015,4
 02-22-2015,4
 04-28-2015,12
 09-10-2015,2
 09-08-2015,4
 08-13-2015,2
 01-12-2015,28
 01-07-2016,4
 01-12-2016,14
 02-23-2015,6
 02-18-2016,2
 07-17-2015,2
 02-04-2015,10
 09-11-2015,4
 02-04-2016,17
 04-26-2015,4
 01-26-2015,14
 04-09-2015,2
 07-03-2015,2
 01-10-2015,2
 04-01-2015,4
 11-04-2015,2
 06-07-2015,58
 08-15-2015,16
 06-20-2015,4
 03-16-2015,2
 05-19-2015,6
 03-05-2015,2
 07-21-2015,2
 05-13-2015,2
 04-02-2015,2
 03-05-2016,1
 12-06-2015,2
 11-12-2015,10
 06-16-2015,8
 02-03-2015,14
 01-27-2016,4
 02-03-2016,6
 04-17-2015,32
 07-22-2015,2
 11-13-2015,12
 05-14-2015,2
 08-14-2015,10
 06-06-2015,4
 01-01-2015,12
 03-15-2016,1
 03-15-2015,6
 05-29-2015,2
 03-06-2015,4
 05-23-2015,4
 09-20-2015,2
 12-15-2014,2
 05-04-2015,6
 01-17-2015,14
 02-13-2015,2
 04-21-2015,4
 04-27-2015,2
 10-07-2015,4
 12-09-2015,8
 01-16-2015,16
 08-19-2015,4
 01-16-2016,2
 12-12-2015,9
 04-18-2015,48
 03-07-2015,8
 05-17-2015,6
 05-03-2015,10
 06-09-2015,2
 01-18-2015,10
 09-28-2015,2
 02-15-2015,4
 04-23-2015,14
 09-14-2015,2
 04-04-2015,6
 01-21-2015,15
 03-24-2015,4
 08-20-2015,2
 11-15-2015,4
 03-10-2015,12
 01-02-2015,4
 02-08-2015,12
 06-02-2015,4
 09-12-2015,4
 07-13-2015,16
 05-05-2015,10
 02-11-2015,8
 10-06-2015,6
 02-11-2016,4
 11-17-2015,2
 03-14-2015,10
 04-25-2015,4
 09-21-2015,2
 03-26-2015,2
 03-20-2015,4
 11-08-2015,6
 12-10-2015,8
 05-15-2015,48
 08-22-2015,8
 11-11-2015,12
 01-09-2016,14
 01-06-2016,2
 07-29-2015,2
 10-31-2015,2
 07-04-2015,2
 02-05-2016,2
 07-23-2015,2
 04-16-2015,14
 03-02-2015,6
 10-12-2015,2
 03-02-2016,4
 06-19-2015,2
 12-17-2015,10
 07-16-2015,2
 12-20-2015,9
 05-10-2015,6
 06-21-2015,2
 05-25-2015,2
 03-03-2016,5
 03-29-2015,4
 12-19-2015,2
 10-13-2015,12
 04-15-2015,56
 01-24-2016,2
 09-09-2015,2
 02-06-2015,16
 01-24-2015,18
 02-06-2016,2
 01-13-2016,21
 08-26-2015,8
 01-13-2015,16
 06-18-2015,6
 08-12-2015,3
 02-17-2016,1
 02-17-2015,16
 06-23-2015,2
 05-08-2015,6
 08-31-2015,2
 06-04-2015,4
 03-21-2015,2
 12-31-2014,6
 03-19-2015,2
 01-14-2015,14
 02-16-2015,4
 02-25-2015,2
 03-22-2015,4
 08-01-2015,2
 11-25-2015,2
 10-14-2015,12
 02-07-2015,6
 01-23-2015,4
 03-31-2015,2
 05-30-2015,22
 02-20-2015,6
 01-23-2016,2
 02-07-2016,2
 09-13-2015,4
 08-17-2015,16
 03-12-2016,1
 03-12-2015,8
 11-16-2015,10
 06-03-2015,2
 12-02-2015,2
 05-26-2015,4
 03-09-2015,6
 05-07-2015,4
 05-01-2015,24
 12-18-2015,8
 02-16-2016,1
 04-24-2015,12
 02-10-2015,10
 02-10-2016,4
