ReviewDate,NumberOfReviews
 06-10-2016,5
 06-24-2016,52
 06-19-2016,11
 05-24-2016,1
 06-27-2016,12
 06-08-2016,31
 06-16-2016,59
 06-13-2016,11
 06-22-2016,22
 07-05-2016,144
 06-14-2016,18
 07-02-2016,166
 06-30-2016,8
 06-28-2016,15
 06-17-2016,19
 06-25-2016,29
 06-09-2016,12
 07-06-2016,4
 06-11-2016,25
 06-26-2016,18
 07-03-2016,124
 06-29-2016,35
 06-18-2016,10
 06-01-2016,1
 06-07-2016,126
 06-15-2016,7
 07-01-2016,281
 06-23-2016,11
 07-04-2016,185
 06-20-2016,1
 06-12-2016,7
