ReviewDate,NumberOfReviews
 12-09-2015,2
 05-16-2015,1
 04-30-2015,9
 08-19-2015,1
 01-16-2016,1
 05-02-2015,12
 04-28-2015,15
 08-05-2015,1
 07-02-2015,1
 12-21-2015,1
 08-13-2015,1
 05-03-2015,7
 09-24-2015,1
 05-11-2015,1
 11-10-2015,1
 07-14-2015,1
 12-27-2015,1
 09-11-2015,1
 09-06-2015,1
 07-11-2015,1
 02-06-2016,1
 08-23-2015,1
 06-18-2015,1
 06-15-2015,1
 08-15-2015,2
 11-29-2015,1
 11-20-2015,2
 08-24-2015,1
 10-29-2015,1
 01-30-2016,1
 10-01-2015,1
 11-12-2015,1
 05-05-2015,1
 12-28-2015,1
 07-30-2015,1
 09-27-2015,1
 08-08-2015,1
 09-19-2015,1
 05-30-2015,1
 04-29-2015,8
 02-07-2016,2
 05-06-2015,1
 09-13-2015,1
 08-02-2015,1
 08-25-2015,1
 12-02-2015,1
 06-11-2015,1
 05-29-2015,1
 08-22-2015,1
 08-06-2015,1
 11-11-2015,1
 05-01-2015,4
 05-04-2015,3
 09-23-2015,1
 04-27-2015,5
