ReviewDate,NumberOfReviews
 03-05-2016,1
 04-05-2015,2
 12-23-2014,6
 12-17-2015,2
 01-08-2016,2
 12-20-2015,2
 12-20-2014,14
 01-11-2016,10
 12-25-2014,2
 11-25-2015,2
 01-27-2016,4
 09-27-2015,2
 01-26-2016,10
 12-21-2014,29
 12-24-2015,2
 01-04-2016,4
 12-19-2014,11
 09-14-2015,23
 08-25-2015,2
 02-29-2016,1
 01-29-2016,2
 08-22-2015,14
 11-30-2015,2
 09-17-2015,2
 01-10-2016,8
 12-22-2014,16
 08-26-2015,2
 01-09-2016,4
 02-24-2015,2
 02-27-2016,1
 12-18-2014,21
 10-04-2015,4
 03-16-2015,2
 01-28-2016,2
