ReviewDate,NumberOfReviews
 12-09-2015,1
 03-08-2015,1
 08-21-2015,1
 04-05-2015,1
 10-03-2015,1
 01-03-2015,1
 08-19-2015,1
 12-25-2014,6
 02-27-2015,1
 07-08-2015,2
 10-21-2015,1
 06-28-2015,1
 01-20-2015,2
 06-09-2015,1
 01-15-2015,1
 04-23-2015,1
 07-09-2015,1
 12-27-2015,1
 02-12-2016,1
 12-30-2015,2
 02-01-2015,1
 09-30-2015,1
 06-29-2015,1
 04-04-2015,1
 08-23-2015,1
 02-09-2016,1
 08-20-2015,1
 03-27-2015,1
 03-13-2016,1
 02-28-2016,1
 09-03-2015,1
 01-02-2016,2
 08-07-2015,1
 06-01-2015,1
 06-24-2015,1
 02-08-2016,1
 05-05-2015,1
 01-19-2015,1
 06-08-2015,1
 04-29-2015,1
 05-06-2015,1
 08-10-2015,1
 05-31-2015,1
 05-09-2015,1
 08-28-2015,1
 03-23-2015,1
 03-17-2015,2
 02-24-2015,1
 01-09-2016,3
 05-12-2015,1
 07-26-2015,1
 12-26-2014,24
 01-28-2016,1
 07-23-2015,1
 02-02-2015,1
 12-29-2014,1
 03-02-2015,2
 02-19-2015,1
 04-28-2015,1
 06-21-2015,1
 03-03-2015,2
 07-02-2015,4
 01-26-2016,1
 12-21-2015,1
 05-11-2015,1
 02-23-2015,1
 03-29-2015,1
 10-08-2015,1
 07-14-2015,1
 02-04-2015,1
 04-15-2015,1
 01-24-2016,2
 07-03-2015,1
 10-27-2015,1
 02-06-2016,1
 01-10-2016,1
 01-10-2015,1
 06-07-2015,1
 05-08-2015,2
 03-16-2016,1
 06-20-2015,1
 05-27-2015,1
 03-21-2016,1
 03-21-2015,1
 01-14-2015,1
 02-25-2015,1
 08-01-2015,1
 12-28-2015,1
 02-03-2015,1
 01-27-2016,1
 07-05-2015,1
 02-07-2015,1
 03-31-2015,1
 02-20-2015,1
 05-30-2015,1
 01-23-2016,1
 06-25-2015,2
 01-04-2015,1
 05-14-2015,1
 05-20-2015,2
 05-29-2015,1
 03-06-2015,1
 05-23-2015,1
 03-09-2015,1
 07-12-2015,1
 05-07-2015,1
 02-16-2016,1
 04-24-2015,1
 04-27-2015,1
 04-08-2015,1
 09-29-2015,1
