ReviewDate,NumberOfReviews
 04-19-2015,10
 10-29-2015,2
 06-19-2015,2
 08-04-2015,4
 06-13-2015,4
 05-22-2015,2
 04-25-2015,2
 04-17-2015,32
 04-18-2015,54
 04-14-2015,2
 10-09-2015,2
 02-20-2016,1
 05-30-2015,2
 12-21-2015,2
 06-28-2015,2
 04-29-2015,6
 05-03-2015,2
 09-13-2015,2
 06-17-2015,2
 06-06-2015,2
 02-15-2016,1
 08-11-2015,2
 04-26-2015,4
 04-15-2015,22
 03-20-2016,1
 05-23-2015,2
 10-27-2015,2
 09-17-2015,2
 07-12-2015,2
 07-18-2015,2
 06-07-2015,2
 04-24-2015,2
 07-20-2015,2
 05-27-2015,2
 04-16-2015,48
