ReviewDate,NumberOfReviews
 06-27-2015,2
 08-21-2015,2
 08-21-2014,2
 11-14-2014,18
 01-16-2015,2
 11-01-2014,12
 09-01-2014,4
 07-24-2015,2
 12-12-2015,2
 06-13-2015,2
 10-21-2014,2
 03-11-2015,4
 06-28-2014,14
 05-03-2015,2
 01-20-2015,4
 10-05-2015,6
 09-28-2014,2
 10-02-2015,2
 07-06-2015,4
 12-27-2014,4
 09-30-2015,2
 07-11-2014,4
 06-26-2014,22
 04-04-2015,4
 06-29-2014,4
 09-17-2014,6
 08-23-2015,2
 02-09-2015,2
 08-20-2015,2
 08-18-2015,4
 02-28-2015,2
 11-15-2015,2
 11-15-2014,26
 11-26-2014,4
 11-26-2015,2
 03-13-2015,2
 06-24-2014,2
 01-22-2015,2
 11-20-2014,2
 12-14-2014,2
 10-06-2015,4
 11-17-2014,14
 10-06-2014,2
 12-01-2014,2
 09-27-2015,2
 04-03-2015,2
 11-21-2014,2
 10-28-2014,18
 11-02-2014,16
 01-15-2016,2
 08-10-2014,4
 09-05-2014,2
 12-10-2014,2
 05-31-2015,2
 11-08-2015,2
 11-08-2014,26
 03-01-2015,2
 11-27-2014,2
 11-27-2015,2
 05-15-2015,2
 11-30-2014,2
 01-09-2016,2
 01-06-2015,2
 11-11-2014,8
 12-07-2014,2
 07-04-2014,2
 10-18-2014,2
 10-31-2014,20
 07-01-2014,2
 09-18-2015,2
 10-12-2014,2
 07-20-2014,2
 10-15-2014,2
 10-15-2015,2
 01-28-2015,2
 09-07-2015,2
 10-26-2014,12
 01-25-2015,2
 11-23-2014,2
 04-30-2015,4
 02-19-2015,4
 11-06-2015,2
 12-17-2014,2
 11-06-2014,13
 07-02-2014,4
 10-25-2014,28
 11-10-2014,34
 11-05-2014,24
 01-07-2015,4
 02-23-2015,2
 10-30-2014,10
 10-13-2014,2
 10-27-2014,24
 02-06-2015,2
 10-11-2014,2
 09-25-2015,3
 11-07-2014,10
 12-22-2015,2
 08-29-2014,2
 08-12-2015,2
 02-17-2015,2
 11-04-2014,4
 06-20-2015,2
 11-18-2015,2
 11-18-2014,12
 12-31-2014,4
 04-02-2015,4
 07-27-2014,4
 10-29-2014,12
 12-06-2014,2
 01-30-2015,2
 11-03-2014,26
 11-12-2014,4
 01-14-2015,2
 10-01-2015,2
 01-05-2015,2
 11-03-2015,2
 06-16-2015,2
 03-22-2015,2
 11-09-2014,12
 11-09-2015,2
 02-03-2015,2
 10-14-2014,2
 04-11-2015,2
 11-25-2014,2
 04-17-2015,2
 02-07-2015,2
 07-09-2014,2
 03-18-2015,2
 06-25-2014,4
 07-28-2014,4
 09-13-2015,2
 06-06-2015,2
 08-14-2014,2
 11-13-2014,18
 03-12-2016,1
 11-19-2014,16
 08-17-2014,4
 12-02-2014,2
 11-16-2014,16
 11-22-2014,4
 03-09-2015,2
 12-18-2014,2
 10-01-2014,2
 01-17-2016,4
 09-29-2014,2
 09-26-2014,2
 07-15-2014,2
 07-12-2014,2
 10-07-2015,4
 02-10-2016,1
