ReviewDate,NumberOfReviews
 04-19-2015,2
 03-08-2015,7
 09-15-2015,2
 02-14-2015,4
 01-03-2015,8
 08-19-2015,2
 12-25-2014,26
 02-27-2015,6
 05-02-2015,4
 06-13-2015,2
 07-08-2015,2
 04-22-2015,6
 03-11-2015,4
 05-03-2015,2
 01-20-2015,26
 02-12-2015,6
 10-05-2015,4
 04-20-2015,20
 04-23-2015,12
 09-14-2015,2
 07-09-2015,8
 12-27-2015,2
 07-06-2015,2
 12-27-2014,12
 12-30-2014,18
 02-01-2015,6
 01-29-2015,4
 09-30-2015,2
 07-11-2015,2
 09-17-2015,2
 06-12-2015,2
 01-21-2015,4
 06-15-2015,6
 02-28-2015,8
 03-10-2015,4
 01-02-2015,22
 09-03-2015,2
 08-07-2015,4
 06-01-2015,2
 03-13-2015,6
 01-22-2015,20
 12-14-2014,26
 07-13-2015,2
 10-06-2015,2
 01-19-2015,10
 04-07-2015,2
 01-31-2015,6
 04-25-2015,4
 03-14-2015,2
 08-16-2015,2
 09-27-2015,2
 04-29-2015,2
 05-06-2015,2
 06-17-2015,2
 12-13-2014,22
 08-25-2015,4
 11-08-2015,2
 03-23-2015,4
 03-01-2015,2
 08-09-2015,12
 03-04-2015,2
 05-18-2015,4
 08-22-2015,2
 11-30-2015,2
 01-09-2015,2
 02-21-2015,4
 02-24-2015,6
 01-06-2015,4
 12-26-2014,16
 02-02-2016,4
 01-28-2015,8
 12-29-2014,8
 02-02-2015,6
 09-07-2015,2
 03-02-2015,10
 01-25-2015,12
 02-05-2015,4
 06-19-2015,26
 04-30-2015,5
 02-19-2015,4
 02-22-2015,14
 01-11-2016,2
 04-28-2015,12
 06-22-2015,2
 07-02-2015,2
 09-10-2015,2
 03-03-2015,2
 11-24-2015,2
 02-18-2015,6
 12-21-2014,2
 02-23-2015,2
 10-08-2015,2
 12-19-2014,2
 07-14-2015,8
 02-04-2015,6
 09-11-2015,2
 01-26-2015,6
 04-26-2015,4
 01-24-2015,16
 02-06-2016,1
 08-26-2015,2
 06-18-2015,4
 02-17-2015,10
 06-07-2015,6
 03-16-2015,6
 06-20-2015,2
 12-31-2014,20
 03-05-2015,2
 03-19-2015,4
 01-30-2015,8
 02-25-2015,8
 02-16-2015,6
 06-16-2015,2
 03-22-2015,2
 12-28-2014,14
 02-03-2015,4
 11-25-2015,4
 01-27-2015,6
 04-17-2015,2
 09-19-2015,2
 01-23-2015,14
 02-20-2015,2
 02-26-2015,4
 12-24-2015,2
 11-13-2015,2
 01-01-2015,4
 08-17-2015,2
 03-12-2015,4
 03-15-2015,4
 05-26-2015,2
 03-09-2015,2
 05-01-2015,12
 03-28-2015,2
 05-04-2015,8
 04-24-2015,6
 04-21-2015,4
 10-04-2015,4
 01-17-2015,2
 02-13-2015,4
 04-27-2015,4
 10-07-2015,2
