ReviewDate,NumberOfReviews
 07-21-2015,3
 10-26-2015,1
 10-20-2015,1
 12-23-2015,1
 07-16-2015,3
 01-05-2016,1
 01-14-2016,1
 11-06-2015,1
 07-19-2015,8
 02-11-2016,1
 02-22-2016,1
 01-19-2016,1
 09-01-2015,1
 02-14-2016,1
 03-14-2016,1
 01-27-2016,1
 03-11-2016,1
 03-07-2016,1
 10-25-2015,1
 10-10-2015,1
 01-23-2016,1
 11-10-2015,1
 10-05-2015,1
 01-18-2016,1
 07-17-2015,12
 08-17-2015,1
 03-12-2016,1
 03-26-2016,1
 07-14-2015,14
 01-29-2016,1
 10-22-2015,2
 02-01-2016,1
 10-11-2015,1
 02-06-2016,1
 02-24-2016,1
 11-07-2015,1
 02-27-2016,1
 12-07-2015,1
 07-18-2015,9
 03-10-2016,1
 10-18-2015,1
 11-29-2015,1
 07-20-2015,10
 07-15-2015,2
 11-18-2015,2
 02-02-2016,1
