ReviewDate,NumberOfReviews
 11-20-2015,2
 11-23-2015,2
 03-02-2016,1
 05-16-2015,11
 09-15-2015,2
 02-25-2016,4
 01-19-2016,8
 01-16-2016,16
 10-14-2015,2
 09-16-2015,2
 03-03-2016,10
 09-08-2015,2
 08-13-2015,27
 11-21-2015,2
 01-15-2016,25
 11-13-2015,2
 02-26-2016,1
 08-10-2015,8
 08-14-2015,4
 11-19-2015,4
 01-04-2016,2
 08-11-2015,22
 02-29-2016,1
 09-11-2015,2
 11-16-2015,2
 10-13-2015,2
 03-01-2016,5
 11-22-2015,2
 03-20-2016,1
 03-09-2016,1
 01-10-2016,2
 01-13-2016,6
 02-27-2016,6
 08-12-2015,19
 09-23-2015,2
 01-17-2016,20
 08-15-2015,22
