ReviewDate,NumberOfReviews
 04-19-2015,1
 08-21-2015,1
 07-10-2015,1
 09-15-2015,1
 10-03-2015,1
 12-12-2014,1
 12-25-2014,4
 05-02-2015,1
 02-14-2016,1
 06-13-2015,1
 11-28-2014,1
 09-16-2015,1
 04-18-2015,2
 11-28-2015,1
 01-20-2015,1
 02-12-2015,1
 02-15-2016,1
 04-20-2015,1
 09-28-2014,1
 01-15-2015,1
 07-09-2015,1
 12-30-2015,1
 01-29-2016,1
 10-16-2014,1
 07-11-2015,1
 04-04-2015,2
 09-17-2015,2
 01-21-2015,15
 12-11-2014,1
 03-27-2015,1
 08-20-2015,1
 11-29-2014,1
 08-07-2014,1
 06-01-2015,1
 03-30-2015,6
 06-24-2015,1
 04-10-2015,6
 01-22-2015,4
 12-23-2014,3
 02-08-2015,1
 11-20-2014,2
 07-13-2015,1
 06-08-2015,1
 11-17-2014,4
 01-19-2015,1
 12-01-2014,1
 08-16-2015,1
 09-27-2014,2
 09-21-2015,1
 05-31-2015,1
 03-23-2015,1
 11-24-2014,1
 03-01-2015,1
 11-27-2014,1
 08-22-2015,1
 12-04-2014,1
 03-17-2015,5
 01-09-2015,4
 01-06-2015,13
 07-29-2015,1
 07-01-2015,1
 07-04-2015,1
 09-18-2015,1
 07-20-2015,1
 04-16-2015,1
 10-15-2015,1
 04-16-2014,1
 09-07-2015,1
 10-12-2015,1
 11-23-2014,1
 02-05-2015,1
 05-24-2015,1
 04-30-2015,1
 01-11-2015,4
 08-27-2015,1
 01-08-2015,8
 05-10-2015,1
 02-19-2014,1
 04-28-2015,1
 07-02-2015,1
 09-24-2014,14
 12-21-2015,1
 09-08-2015,2
 09-24-2015,1
 01-07-2015,2
 05-11-2015,1
 01-12-2015,3
 02-18-2015,1
 12-21-2014,14
 09-25-2014,9
 03-29-2015,6
 10-30-2015,1
 10-08-2014,1
 09-22-2015,8
 09-11-2015,1
 04-26-2015,1
 04-15-2015,1
 04-12-2015,1
 04-09-2015,8
 02-06-2014,1
 07-03-2015,2
 01-10-2015,6
 08-26-2015,1
 12-22-2014,7
 06-18-2015,1
 04-01-2015,1
 06-07-2015,1
 03-16-2015,7
 12-03-2015,1
 06-04-2015,1
 05-19-2015,2
 11-18-2014,8
 05-13-2015,1
 03-19-2015,1
 10-29-2015,1
 01-30-2016,1
 10-01-2015,2
 06-16-2015,1
 08-01-2015,1
 08-24-2013,1
 11-09-2015,1
 04-11-2015,5
 11-25-2015,1
 04-17-2015,1
 07-22-2015,1
 09-19-2015,1
 01-23-2015,16
 03-31-2015,6
 02-20-2016,1
 02-07-2014,1
 03-18-2015,10
 02-07-2016,2
 12-24-2014,9
 06-25-2015,1
 05-14-2015,1
 07-28-2015,1
 11-19-2014,4
 11-16-2014,11
 03-15-2015,6
 09-20-2015,11
 03-28-2015,6
 12-15-2014,1
 09-26-2014,1
 10-04-2015,1
 07-31-2015,1
 04-08-2015,4
 07-15-2015,2
 10-07-2015,1
