ReviewDate,NumberOfReviews
 09-07-2015,1
 04-19-2015,1
 10-12-2015,1
 07-10-2015,1
 05-16-2015,1
 04-30-2015,6
 01-11-2015,1
 12-20-2015,1
 01-11-2016,1
 05-10-2015,4
 04-28-2015,5
 05-02-2015,3
 04-22-2015,4
 09-10-2015,1
 04-06-2015,1
 05-17-2015,1
 05-03-2015,6
 06-14-2015,1
 06-09-2015,1
 04-23-2015,20
 04-26-2015,6
 01-29-2015,2
 09-30-2015,1
 10-22-2015,1
 10-24-2015,1
 07-11-2015,1
 06-18-2015,1
 08-12-2015,1
 06-07-2015,2
 05-08-2015,6
 01-02-2015,1
 03-16-2016,1
 06-04-2015,1
 05-19-2015,1
 06-10-2015,1
 09-12-2015,1
 10-01-2015,1
 07-13-2015,1
 01-14-2016,1
 05-05-2015,4
 10-06-2015,1
 06-08-2015,1
 04-07-2015,1
 04-25-2015,9
 11-21-2015,1
 04-29-2015,8
 05-06-2015,5
 10-28-2015,1
 06-06-2015,1
 05-09-2015,3
 03-12-2015,1
 06-11-2015,1
 05-26-2015,1
 03-20-2016,1
 03-09-2015,1
 11-11-2015,1
 05-07-2015,3
 05-01-2015,8
 07-18-2015,1
 05-12-2015,3
 05-04-2015,8
 09-23-2015,1
 04-24-2015,14
 10-31-2015,1
 07-04-2015,1
 04-21-2015,6
 09-18-2015,2
 04-27-2015,14
 02-05-2016,1
 07-15-2015,1
 09-29-2015,1
 10-07-2015,1
