ReviewDate,NumberOfReviews
 09-07-2015,20
 10-26-2015,2
 11-23-2015,26
 12-09-2015,6
 06-19-2015,8
 08-04-2015,14
 12-17-2015,9
 01-11-2016,6
 12-12-2015,4
 06-21-2015,18
 04-28-2015,10
 02-14-2016,1
 08-05-2015,18
 09-10-2015,2
 09-02-2015,14
 10-09-2015,6
 11-24-2015,2
 06-14-2015,2
 05-03-2015,2
 12-16-2015,10
 10-05-2015,6
 02-15-2016,1
 11-02-2015,2
 10-08-2015,2
 12-19-2015,32
 04-26-2015,16
 10-13-2015,4
 02-04-2016,1
 02-12-2016,1
 09-06-2015,18
 09-30-2015,2
 02-01-2016,2
 07-11-2015,2
 10-11-2015,4
 02-06-2016,2
 01-10-2016,2
 01-13-2016,12
 12-11-2015,4
 06-23-2015,28
 09-03-2015,14
 06-20-2015,12
 12-03-2015,10
 08-07-2015,26
 11-20-2015,2
 12-06-2015,4
 06-02-2015,8
 10-01-2015,2
 07-13-2015,18
 01-14-2016,20
 04-25-2015,26
 02-03-2016,2
 12-01-2015,2
 09-19-2015,2
 10-10-2015,8
 04-29-2015,30
 02-07-2016,3
 09-05-2015,16
 09-21-2015,4
 08-02-2015,2
 08-17-2015,2
 06-03-2015,56
 06-11-2015,2
 05-26-2015,2
 08-03-2015,28
 11-30-2015,8
 08-06-2015,4
 01-09-2016,54
 07-12-2015,4
 12-07-2015,2
 05-07-2015,2
 05-01-2015,4
 02-16-2016,1
 09-23-2015,2
 04-24-2015,8
 01-17-2016,17
 04-27-2015,30
 01-28-2016,2
 02-02-2016,2
 10-15-2015,12
