ReviewDate,NumberOfReviews
 11-23-2015,1
 12-09-2015,2
 10-12-2015,1
 11-06-2015,4
 10-03-2015,2
 01-03-2016,3
 12-20-2015,2
 11-14-2015,2
 12-12-2015,4
 10-25-2015,1
 10-17-2015,5
 11-28-2015,2
 10-09-2015,12
 10-21-2015,2
 12-08-2015,2
 11-24-2015,2
 12-21-2015,2
 11-10-2015,1
 11-05-2015,4
 01-12-2016,1
 02-15-2016,1
 10-05-2015,7
 10-30-2015,6
 11-02-2015,1
 10-08-2015,1
 12-19-2015,2
 12-27-2015,1
 02-04-2016,2
 10-13-2015,1
 12-30-2015,1
 10-22-2015,8
 10-16-2015,3
 10-24-2015,1
 10-11-2015,5
 10-27-2015,3
 12-22-2015,2
 11-07-2015,2
 12-25-2015,2
 12-11-2015,3
 11-04-2015,4
 03-10-2016,1
 12-03-2015,5
 11-29-2015,2
 11-18-2015,1
 11-26-2015,4
 01-22-2016,1
 12-31-2015,1
 10-29-2015,3
 11-12-2015,5
 01-19-2016,1
 12-28-2015,2
 11-25-2015,1
 02-03-2016,2
 12-01-2015,1
 10-14-2015,9
 10-10-2015,2
 01-23-2016,1
 11-21-2015,5
 03-18-2016,1
 10-28-2015,4
 11-13-2015,3
 12-13-2015,3
 01-01-2016,1
 03-12-2016,1
 11-08-2015,1
 11-16-2015,5
 12-10-2015,1
 11-27-2015,3
 11-22-2015,1
 12-04-2015,1
 01-06-2016,1
 12-07-2015,3
 12-15-2015,1
 10-31-2015,2
 12-29-2015,2
 10-04-2015,4
 10-23-2015,5
 10-07-2015,10
 10-15-2015,2
