ReviewDate,NumberOfReviews
 07-21-2015,2
 09-15-2015,2
 07-13-2015,2
 11-03-2015,2
 01-03-2016,1
 01-19-2016,2
 07-24-2015,2
 06-13-2015,80
 01-27-2016,1
 08-05-2015,2
 10-21-2015,2
 10-10-2015,2
 12-08-2015,2
 07-25-2015,4
 11-24-2015,4
 11-21-2015,2
 09-24-2015,2
 08-10-2015,2
 07-28-2015,2
 08-02-2015,4
 12-13-2015,2
 11-19-2015,3
 09-28-2015,2
 01-18-2016,2
 08-17-2015,2
 11-16-2015,2
 12-02-2015,2
 12-30-2015,2
 09-06-2015,2
 09-30-2015,2
 09-09-2015,2
 02-01-2016,2
 03-09-2016,1
 08-23-2015,2
 07-12-2015,2
 06-12-2015,8
 02-21-2016,1
 07-29-2015,4
 08-12-2015,4
 08-20-2015,2
 11-15-2015,2
 07-07-2015,4
 02-28-2016,1
 07-31-2015,2
 02-13-2016,2
 07-15-2015,2
 02-02-2016,1
 10-23-2015,2
